place,date,genus_species,time,species_slug,place_slug
alleestrasse 1,2020-09-02,plantago lanceolata,11:09:04 AM,plantago-lanceolata,alleestrasse-1
alleestrasse 1,2020-09-02,centaurea nigra,11:08:19 AM,centaurea-nigra,alleestrasse-1
alleestrasse 1,2020-09-02,plantago media,11:06:59 AM,plantago-media,alleestrasse-1
alleestrasse 1,2020-09-02,chenopodium album agg.,11:06:05 AM,chenopodium-album,alleestrasse-1
alleestrasse 1,2020-09-02,centaurea jacea agg.,11:05:18 AM,centaurea-jacea,alleestrasse-1
alleestrasse 1,2020-09-02,veronica persica,11:02:44 AM,veronica-persica,alleestrasse-1
alleestrasse 1,2020-09-02,geranium pyrenaicum,11:00:32 AM,geranium-pyrenaicum,alleestrasse-1
alleestrasse 1,2020-07-28,centaurea jacea agg.,10:18:22,centaurea-jacea,alleestrasse-1
alleestrasse 1,2020-07-28,daucus carota,10:15:25,daucus-carota,alleestrasse-1
alleestrasse 1,2020-07-28,centaurea jacea agg.,10:12:44,centaurea-jacea,alleestrasse-1
alleestrasse 2,2020-07-31,mentha spicata agg.,10:41:57,mentha-spicata,alleestrasse-2
alleestrasse 2,2020-07-31,pastinaca sativa,10:36:21,pastinaca-sativa,alleestrasse-2
alleestrasse 2,2020-07-31,galium mollugo agg.,10:34:12,galium-mollugo,alleestrasse-2
alleestrasse 2,2020-07-31,trifolium pratense,10:32:28,trifolium-pratense,alleestrasse-2
alleestrasse 2,2020-07-31,daucus carota,10:29:38,daucus-carota,alleestrasse-2
alleestrasse 3,2020-06-16,achillea millefolium agg.,,achillea-millefolium,alleestrasse-3
alleestrasse 3,2020-06-16,sedum album,,sedum-album,alleestrasse-3
alleestrasse 3,2020-06-16,chaerophyllum hirsutum,,chaerophyllum-hirsutum,alleestrasse-3
alleestrasse 3,2020-06-16,erigeron annuus,,erigeron-annuus,alleestrasse-3
alleestrasse 3,2020-07-31,epilobium hirsutum,10:44:13,epilobium-hirsutum,alleestrasse-3
alleestrasse 4,2020-06-06,verbascum thapsus,,verbascum-thapsus,alleestrasse-4
alleestrasse 4,2020-06-16,trifolium pratense,,trifolium-pratense,alleestrasse-4
alleestrasse 4,2020-06-06,silene latifolia,,silene-latifolia,alleestrasse-4
alleestrasse 4,2020-06-06,silene dichotoma,,silene-dichotoma,alleestrasse-4
alleestrasse 4,2020-07-11,verbanum bonariensis ,,verbena-bonariensis,alleestrasse-4
alleestrasse 4,2020-06-16,achillea millefolium,,achillea-millefolium,alleestrasse-4
bluets 1,2020-08-13,clinopodium vulgare,18:22:52,clinopodium-vulgare,bluets-1
bluets 1,2020-08-13,centaurea jacea agg.,18:18:04,centaurea-jacea,bluets-1
bluets 1,2020-08-13,centaurea jacea agg.,18:17:19,centaurea-jacea,bluets-1
bluets 1,2020-08-13,scabiosa columbaria agg.,18:15:56,scabiosa-columbaria,bluets-1
bluets 1,2020-08-13,silene latifolia,18:14:52,silene-latifolia,bluets-1
bluets 1,2020-08-13,trifolium pratense,18:13:35,trifolium-pratense,bluets-1
bluets 1,2020-08-13,trifolium repens,18:12:21,trifolium-repens,bluets-1
bluets 1,2020-08-13,silene vulgaris,09:59:23,silene-vulgaris,bluets-1
bluets 1,2020-08-13,silene latifolia,09:57:26,silene-latifolia,bluets-1
bluets 1,2020-08-13,epilobium hirsutum,09:55:36,epilobium-hirsutum,bluets-1
bluets 1,2020-08-13,crepis capillaris,09:52:21,crepis-capillaris,bluets-1
bluets 1,2020-08-13,melilotus albus,09:51:36,melilotus-albus,bluets-1
bluets 1,2020-08-13,erigeron annuus,09:47:24,erigeron-annuus,bluets-1
bluets 1,2020-08-13,veronica persica,09:32:02,veronica-persica,bluets-1
bluets 1,2020-08-13,malva neglecta,09:26:29,malva-neglecta,bluets-1
bluets 1,2020-08-13,cirsium arvense,09:25:10,cirsium-arvense,bluets-1
bluets 1,2020-08-13,calystegia sepium agg.,09:23:47,calystegia-sepium,bluets-1
bluets 1,2020-08-13,galium mollugo agg.,09:23:11,galium-mollugo,bluets-1
bluets 1,2020-08-13,brassica napus,09:20:59,brassica-napus,bluets-1
bluets 1,2020-08-13,silene latifolia,09:20:00,silene-latifolia,bluets-1
bluets 1,2020-08-13,lotus corniculatus agg.,09:19:03,lotus-corniculatus,bluets-1
bluets 1,2020-08-13,trifolium pratense,09:18:31,trifolium-pratense,bluets-1
bluets 1,2020-08-13,medicago varia,09:17:23,medicago-sativa,bluets-1
bluets 2,2020-07-10,hypericum perforatum,,hypericum-perforatum,bluets-2
bluets 2,2020-06-12,tragopogon pratensis,05:00:00 PM,tragopogon-pratensis,bluets-2
bluets 2,2020-06-12,geranium pyrenaicum,05:00:00 PM,geranium-pyrenaicum,bluets-2
bluets 2,2020-06-12,knautia arvensis agg.,05:00:00 PM,knautia-arvensis,bluets-2
bluets 2,2020-06-12,centaurea jacea agg.,05:00:00 PM,centaurea-jacea,bluets-2
bluets 2,2020-06-12,galium mollugo agg.,05:00:00 PM,galium-mollugo,bluets-2
bluets 2,2020-06-12,leucanthemum vulgare agg.,05:00:00 PM,leucanthemum-vulgare,bluets-2
bluets 2,2020-06-12,vicia sepium,05:00:00 PM,vicia-sepium,bluets-2
bluets 3,2020-06-28,tragopogon pratensis,,tragopogon-pratensis,bluets-3
bluets 3,2020-06-28,senecio inaequidens,,senecio-inaequidens,bluets-3
bluets 3,2020-06-28,knautia arvensis agg.,,knautia-arvensis,bluets-3
bluets 3,2020-06-28,medicago sativa,,medicago-sativa,bluets-3
bluets 3,2020-06-28,dianthus carthusianorum agg.,,dianthus-carthusianorum,bluets-3
bluets 3,2020-06-28,mentha longifolia,,mentha-longifolia,bluets-3
bluets 3,2020-06-28,lapsana communis,,lapsana-communis,bluets-3
bluets 3,2020-06-28,galium mollugo agg.,,galium-mollugo,bluets-3
bluets 3,2020-06-28,erigeron annuus,,erigeron-annuus,bluets-3
boujean 1,2020-06-09,medicago lupulina,,medicago-lupulina,boujean-1
boujean 1,2020-06-09,cichorium intybus,,cichorium-intybus,boujean-1
boujean 1,2020-06-09,potentilla reptans,,potentilla-reptans,boujean-1
boujean 2,2020-06-09,papaver rhoeas,03:00:00 PM,papaver-rhoeas,boujean-2
boujean 2,2020-06-09,hypericum maculatum,03:00:00 PM,hypericum-maculatum,boujean-2
boujean 2,2020-06-09,trifolium pratense,03:00:00 PM,trifolium-pratense,boujean-2
boujean 2,2020-06-09,erigeron annuus,03:00:00 PM,erigeron-annuus,boujean-2
boujean 2,2020-06-09,medicago lupulina,03:00:00 PM,medicago-lupulina,boujean-2
boujean 2,2020-06-18,medicago lupulina,,medicago-lupulina,boujean-2
boujean 2,2020-06-18,arenaria serpyllifolia,,arenaria-serpyllifolia,boujean-2
boujean 2,2020-06-18,crepis capillaris,,crepis-capillaris,boujean-2
boujean 2,2020-06-18,clinopodium acinos,,clinopodium-acinos,boujean-2
boujean 3,2020-06-18,trifolium pratense,,trifolium-pratense,boujean-3
boujean 3,2020-06-18,crepis capillaris,,crepis-capillaris,boujean-3
boujean 3,2020-06-18,potentilla reptans,,potentilla-reptans,boujean-3
boujean 3,2020-06-18,senecio inaequidens,,senecio-inaequidens,boujean-3
boujean 3,2020-06-18,cichorium intybus,,cichorium-intybus,boujean-3
boujean 3,2020-06-18,erigeron annuus,,erigeron-annuus,boujean-3
buren 1,2020-09-03,lavandula angustifolia,02:23:30 PM,lavandula-angustifolia,buren-1
buren 1,2020-09-03,eupatorium cannabinum,02:22:55 PM,eupatorium-cannabinum,buren-1
buren 1,2020-09-03,cichorium intybus,02:22:30 PM,cichorium-intybus,buren-1
buren 1,2020-09-03,vicia sepium,02:21:15 PM,vicia-sepium,buren-1
buren 1,2020-09-03,trifolium pratense,02:19:57 PM,trifolium-pratense,buren-1
buren 1,2020-09-03,lotus corniculatus agg.,02:19:38 PM,lotus-corniculatus,buren-1
buren 1,2020-09-03,solidago canadensis,02:18:36 PM,solidago-canadensis,buren-1
buren 1,2020-09-03,hypericum perforatum,02:09:44 PM,hypericum-perforatum,buren-1
buren 1,2020-09-03,senecio inaequidens,02:09:18 PM,senecio-inaequidens,buren-1
buren 1,2020-09-03,hypericum perforatum,02:07:34 PM,hypericum-perforatum,buren-1
buren 1,2020-09-03,epilobium dodonaei,02:06:51 PM,epilobium-dodonaei,buren-1
buren 1,2020-09-03,daucus carota,02:06:23 PM,daucus-carota,buren-1
buren 1,2020-09-03,erigeron annuus,02:05:58 PM,erigeron-annuus,buren-1
buren 1,2020-09-03,leucanthemum vulgare agg.,02:05:30 PM,leucanthemum-vulgare,buren-1
