acceptedtaxonkey,acceptedscientificname,numberofoccurrences,kingdom,phylum,class,order,family,genus,species
7278032,ranunculus peltatus subsp. peltatus,12,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus peltatus
8011138,persicaria mitis (schrank) asenov,1234,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,persicaria,persicaria mitis
7845022,gymnadenia conopsea (l.) r.br.,34539,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,gymnadenia,gymnadenia conopsea
8042568,artemisia abrotanum l.,12,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,artemisia,artemisia abrotanum
9177060,allium scorodoprasum l.,488,plantae,tracheophyta,liliopsida,asparagales,amaryllidaceae,allium,allium scorodoprasum
2687929,equisetum sylvaticum l.,2116,plantae,tracheophyta,polypodiopsida,equisetales,equisetaceae,equisetum,equisetum sylvaticum
2892347,rubia peregrina l.,1,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,rubia,rubia peregrina
2926683,lamium album l.,976,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,lamium,lamium album
3033518,clematis viticella l.,8,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,clematis,clematis viticella
3034606,hydrocotyle vulgaris l.,2788,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,hydrocotyle,hydrocotyle vulgaris
3142951,doronicum pardalianches l.,321,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,doronicum,doronicum pardalianches
3189866,acer negundo l.,302,plantae,tracheophyta,magnoliopsida,sapindales,sapindaceae,acer,acer negundo
3724054,pedicularis foliosa l.,1971,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,pedicularis,pedicularis foliosa
5274944,polypodium cambricum l.,43,plantae,tracheophyta,polypodiopsida,polypodiales,polypodiaceae,polypodium,polypodium cambricum
5361865,ulmus minor mill.,1296,plantae,tracheophyta,magnoliopsida,rosales,ulmaceae,ulmus,ulmus minor
5660965,myosotis michaelae j.štěpánková,74,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,myosotis,myosotis michaelae
7526486,chrysosplenium oppositifolium l.,1190,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,chrysosplenium,chrysosplenium oppositifolium
7826315,gentianella germanica subsp. solstitialis (wettst.) vollmann,19,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentianella,gentianella germanica
7874883,veronica chamaedrys l.,20182,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica chamaedrys
9116696,scleranthus annuus var. annuus,302,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,scleranthus,scleranthus annuus
2753146,lilium martagon l.,7115,plantae,tracheophyta,liliopsida,liliales,liliaceae,lilium,lilium martagon
2768885,asparagus officinalis l.,897,plantae,tracheophyta,liliopsida,asparagales,asparagaceae,asparagus,asparagus officinalis
2927192,mentha arvensis l.,1617,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha arvensis
3133938,coreopsis lanceolata l.,23,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,coreopsis,coreopsis lanceolata
3928615,pulsatilla vernalis mill.,2038,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,pulsatilla,pulsatilla vernalis
5660551,pulmonaria collina w.sauer,76,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,pulmonaria,pulmonaria collina
7331633,melampyrum sylvaticum l.,3874,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,melampyrum,melampyrum sylvaticum
2710326,carex myosuroides vill.,1671,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex myosuroides
7689610,potamogeton compressus l.,4,plantae,tracheophyta,liliopsida,alismatales,potamogetonaceae,potamogeton,potamogeton compressus
7756154,arenaria ciliata l.,555,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,arenaria,arenaria ciliata
2888464,papaver dubium l.,767,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,papaver,papaver dubium
2891677,oxalis dillenii jacq.,459,plantae,tracheophyta,magnoliopsida,oxalidales,oxalidaceae,oxalis,oxalis dillenii
2927004,salvia officinalis l.,113,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,salvia,salvia officinalis
3107855,senecio viscosus l.,1502,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,senecio,senecio viscosus
3170817,kickxia spuria dumort.,1670,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,kickxia,kickxia spuria
5289919,polypogon viridis (gouan) breistr.,38,plantae,tracheophyta,liliopsida,poales,poaceae,polypogon,polypogon viridis
5304283,hyacinthoides non-scripta (l.) chouard ex w.rothmaler,295,plantae,tracheophyta,liliopsida,asparagales,asparagaceae,hyacinthoides,hyacinthoides non-scripta
5352251,robinia pseudoacacia l.,18291,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,robinia,robinia pseudoacacia
5374982,arabis ciliata clairv.,3013,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis ciliata
7223180,crepis vesicaria subsp. vesicaria,5,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,crepis,crepis vesicaria
7790128,linaria tonzigii lona,1,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,linaria,linaria tonzigii
4122347,festuca intercedens (hack.) ludi ex bech.,13,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca intercedens
3002169,rosa villosa l.,821,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa villosa
4114575,trisetaria loeflingiana (l.) paunero,110,plantae,tracheophyta,liliopsida,poales,poaceae,trisetaria,trisetaria loeflingiana
5318906,epipactis purpurata sm.,3735,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,epipactis,epipactis purpurata
5361803,parietaria officinalis l.,707,plantae,tracheophyta,magnoliopsida,rosales,urticaceae,parietaria,parietaria officinalis
5365283,potentilla anglica laicharding,5,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla anglica
5579175,thesium pyrenaicum pourr.,2384,plantae,tracheophyta,magnoliopsida,santalales,santalaceae,thesium,thesium pyrenaicum
6427899,epilobium lanceolatum sebast. & mauri,5,plantae,tracheophyta,magnoliopsida,myrtales,onagraceae,epilobium,epilobium lanceolatum
7270543,gentiana alpina vill.,256,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentiana,gentiana alpina
2723315,carex strigosa huds.,687,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex strigosa
2725388,carex lepidocarpa tausch,1204,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex lepidocarpa
2974863,vicia onobrychioides l.,567,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia onobrychioides
5388635,jacobaea uniflora (all.) veldkamp,946,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,jacobaea,jacobaea uniflora
3742873,rhinanthus antiquus schinz & thell.,74,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,rhinanthus,rhinanthus antiquus
9545979,atadinus pumilus subsp. pumilus,853,plantae,tracheophyta,magnoliopsida,rosales,rhamnaceae,atadinus,atadinus pumilus
4040495,polystichum bicknellii hahne,19,plantae,tracheophyta,polypodiopsida,polypodiales,dryopteridaceae,polystichum,polystichum bicknellii
4105452,catapodium marinum (l.) c.e.hubb.,4,plantae,tracheophyta,liliopsida,poales,poaceae,catapodium,catapodium marinum
5284517,taxus baccata l.,5068,plantae,tracheophyta,pinopsida,pinales,taxaceae,taxus,taxus baccata
5290003,digitaria ischaemum (schreb.) muhl.,106,plantae,tracheophyta,liliopsida,poales,poaceae,digitaria,digitaria ischaemum
7222180,leontodon hyoseroides subsp. hyoseroides,288,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leontodon,leontodon hyoseroides
3137493,leontodon incanus schrank,168,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leontodon,leontodon incanus
8004895,mentha villosa huds.,33,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha villosa
2705098,panicum hillmanii chase,5,plantae,tracheophyta,liliopsida,poales,poaceae,panicum,panicum hillmanii
2722833,carex acuta l.,472,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex acuta
2890560,geranium lucidum l.,161,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium lucidum
3029627,sanguisorba officinalis l.,6531,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,sanguisorba,sanguisorba officinalis
3697615,nymphaea candida j.presl & c.presl,2,plantae,tracheophyta,magnoliopsida,nymphaeales,nymphaeaceae,nymphaea,nymphaea candida
7792557,tulipa agenensis redouté,11,plantae,tracheophyta,liliopsida,liliales,liliaceae,tulipa,tulipa agenensis
5341373,scutellaria altissima l.,281,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,scutellaria,scutellaria altissima
5393103,arctium minus bernh.,575,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,arctium,arctium minus
2704389,trisetum flavescens (l.) p.beauv.,14897,plantae,tracheophyta,liliopsida,poales,poaceae,trisetum,trisetum flavescens
2705300,avena barbata link,30,plantae,tracheophyta,liliopsida,poales,poaceae,avena,avena barbata
2716209,cyperus lupulinus (spreng.) marcks,1,plantae,tracheophyta,liliopsida,poales,cyperaceae,cyperus,cyperus lupulinus
2932737,solanum dulcamara l.,3709,plantae,tracheophyta,magnoliopsida,solanales,solanaceae,solanum,solanum dulcamara
2977234,ononis natrix l.,1042,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,ononis,ononis natrix
3127955,centaurea nervosa willd.,1010,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,centaurea,centaurea nervosa
2705196,agropyron cristatum (l.) gaertn.,13,plantae,tracheophyta,liliopsida,poales,poaceae,agropyron,agropyron cristatum
5353750,hippocrepis comosa l.,18985,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,hippocrepis,hippocrepis comosa
5366782,potentilla brauneana hoppe,280,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla brauneana
3085257,psammophiliella muralis (l.) ikonn.,438,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,psammophiliella,psammophiliella muralis
5389029,solidago canadensis l.,25291,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,solidago,solidago canadensis
7339532,saxifraga exarata vill.,1008,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga exarata
2704922,festuca rubra l.,12,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca rubra
4932232,dactylis glomerata subsp. lobata (drejer) h.lindb.,302,plantae,tracheophyta,liliopsida,poales,poaceae,dactylis,dactylis glomerata
9532420,linaria alpina subsp. alpina,1586,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,linaria,linaria alpina
2704394,cynosurus echinatus l.,130,plantae,tracheophyta,liliopsida,poales,poaceae,cynosurus,cynosurus echinatus
2926055,asperugo procumbens l.,661,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,asperugo,asperugo procumbens
2926684,lamium maculatum l.,4206,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,lamium,lamium maculatum
2974832,vicia faba l.,61,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia faba
2988069,filipendula vulgaris moench,1395,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,filipendula,filipendula vulgaris
3033558,clematis vitalba l.,8647,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,clematis,clematis vitalba
3047811,myagrum perfoliatum l.,17,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,myagrum,myagrum perfoliatum
3068845,euphorbia falcata l.,104,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia falcata
3105782,sonchus asper hill,6505,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,sonchus,sonchus asper
4253685,leontodon hispidus subsp. opimus (koch) finch & p.d.sell,29,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leontodon,leontodon hispidus
5343710,astragalus frigidus a.gray,835,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,astragalus,astragalus frigidus
7357900,montia arvensis wallr.,16,plantae,tracheophyta,magnoliopsida,caryophyllales,montiaceae,montia,montia arvensis
6363923,holosteum umbellatum subsp. umbellatum,29,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,holosteum,holosteum umbellatum
7303060,plantago alpina l.,3508,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago alpina
3738446,verbascum lanatum schrad.,2,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,verbascum,verbascum lanatum
7923515,soldanella alpina l.,4336,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,soldanella,soldanella alpina
8087525,centaurea scabiosa l.,9453,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,centaurea,centaurea scabiosa
2773902,anthericum liliago l.,3391,plantae,tracheophyta,liliopsida,asparagales,asparagaceae,anthericum,anthericum liliago
2914547,galium saxatile l.,347,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium saxatile
3020871,prunus lusitanica l.,69,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,prunus,prunus lusitanica
3033621,pulsatilla vulgaris mill.,2431,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,pulsatilla,pulsatilla vulgaris
7307991,glechoma hirsuta waldst. & kit.,112,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,glechoma,glechoma hirsuta
8429926,ajuga pyramidalis l.,1484,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,ajuga,ajuga pyramidalis
5375515,erucastrum supinum (l.) al-shehbaz & warwick,243,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,erucastrum,erucastrum supinum
3052738,thlaspi alliaceum l.,224,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,thlaspi,thlaspi alliaceum
3085412,dianthus plumarius l.,28,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,dianthus,dianthus plumarius
3725598,pedicularis cenisia gaudin,1,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,pedicularis,pedicularis cenisia
4129325,festuca alpestris roem. & schult.,1,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca alpestris
5289596,vulpia ciliata dumort.,228,plantae,tracheophyta,liliopsida,poales,poaceae,vulpia,vulpia ciliata
5348660,coronilla coronata l.,865,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,coronilla,coronilla coronata
7900159,soldanella minima subsp. minima,992,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,soldanella,soldanella minima
3883897,clinopodium menthifolium (host) stace,1223,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,clinopodium,clinopodium menthifolium
2927280,betonica officinalis l.,4913,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,betonica,betonica officinalis
7611086,hypericum richeri vill.,410,plantae,tracheophyta,magnoliopsida,malpighiales,hypericaceae,hypericum,hypericum richeri
2888740,centranthus ruber dc.,1290,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,centranthus,centranthus ruber
2914642,galium odoratum scop.,10680,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium odoratum
2995149,rubus phoenicolasius maxim.,182,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus phoenicolasius
3033129,thalictrum minus l.,2390,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum minus
3033242,anemone blanda schott & kotschy,257,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,anemone,anemone blanda
4224093,senecio ovatus subsp. alpestris (gaudin) herborg,20,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,senecio,senecio ovatus
5334208,corydalis solida (l.) clairv.,743,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,corydalis,corydalis solida
5372503,hippuris vulgaris l.,1154,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,hippuris,hippuris vulgaris
6432114,stipa pulcherrima subsp. pulcherrima,1,plantae,tracheophyta,liliopsida,poales,poaceae,stipa,stipa pennata
7303616,ulmus laevis pall.,229,plantae,tracheophyta,magnoliopsida,rosales,ulmaceae,ulmus,ulmus laevis
2994551,rubus bertramii g.braun ex focke,1,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus bertramii
8324121,trifolium pratense l.,23025,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium pratense
9080185,amaranthus hypochondriacus l.,162,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,amaranthus,amaranthus hypochondriacus
2856681,allium sativum l.,33,plantae,tracheophyta,liliopsida,asparagales,amaryllidaceae,allium,allium sativum
2865152,alisma gramineum lej.,286,plantae,tracheophyta,liliopsida,alismatales,alismataceae,alisma,alisma gramineum
2881283,quercus pubescens willd.,1694,plantae,tracheophyta,magnoliopsida,fagales,fagaceae,quercus,quercus pubescens
2990412,rubus plicatus weihe & nees,22,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus plicatus
5358760,trifolium repens subsp. prostratum nyman,4,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium repens
5367683,potentilla micrantha ramond ex dc.,1250,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla micrantha
5383969,blitum virgatum l.,221,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,blitum,blitum virgatum
5588179,silene exscapa all.,2008,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene exscapa
7346090,erythranthe moschata (douglas ex lindl.) g.l.nesom,3,plantae,tracheophyta,magnoliopsida,lamiales,phrymaceae,erythranthe,erythranthe moschata
6381277,cylindropuntia imbricata (haw.) f.m.knuth,14,plantae,tracheophyta,magnoliopsida,caryophyllales,cactaceae,cylindropuntia,cylindropuntia imbricata
7262124,trisetum flavescens subsp. flavescens,65,plantae,tracheophyta,liliopsida,poales,poaceae,trisetum,trisetum flavescens
7296242,viola rupestris f.w.schmidt,646,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola rupestris
2724839,carex brachystachys schrank,643,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex brachystachys
2728963,carex hostiana dc.,3439,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex hostiana
2927280,betonica officinalis l.,3822,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,betonica,betonica officinalis
9312105,hedlundia mougeotii (soy.-will. & godr.) sennikov & kurtto,1699,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,hedlundia,hedlundia mougeotii
3039209,parthenocissus tricuspidata planch.,179,plantae,tracheophyta,magnoliopsida,vitales,vitaceae,parthenocissus,parthenocissus tricuspidata
3101193,dittrichia graveolens (l.) greuter,389,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,dittrichia,dittrichia graveolens
5289998,digitaria ciliaris (retz.) koeler,274,plantae,tracheophyta,liliopsida,poales,poaceae,digitaria,digitaria ciliaris
5587240,silene vulgaris subsp. vulgaris,5340,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene vulgaris
7267365,cerastium ligusticum viv.,16,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cerastium,cerastium ligusticum
7277908,thalictrum foetidum l.,559,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum foetidum
6064013,jacobaea carniolica schrank,869,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,jacobaea,jacobaea carniolica
8185401,salix hegetschweileri heer,189,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix hegetschweileri
8253944,callitriche brutia subsp. hamulata (kütz. ex w.d.j.koch) o.bolòs & vigo,68,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,callitriche,callitriche brutia
2704102,bothriochloa ischaemum (l.) keng,1221,plantae,tracheophyta,liliopsida,poales,poaceae,bothriochloa,bothriochloa ischaemum
2722951,carex ornithopoda subsp. ornithopodioides (hausm.) nyman,206,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex ornithopoda
3045872,cardamine resedifolia l.,1992,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine resedifolia
3050357,bunias erucago l.,51,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,bunias,bunias erucago
3062975,mercurialis annua l.,1666,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,mercurialis,mercurialis annua
3089150,xanthium spinosum l.,28,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,xanthium,xanthium spinosum
3118536,achillea macrophylla l.,876,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea macrophylla
3146974,erigeron neglectus a.kerner,260,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron neglectus
3725062,veronica teucrium l.,2878,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica teucrium
5356345,laburnum anagyroides medik.,713,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,laburnum,laburnum anagyroides
5374922,arabis caucasica willd.,323,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis caucasica
6027105,bupleurum falcatum l.,1108,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,bupleurum,bupleurum falcatum
6027328,chaerophyllum hirsutum l.,3562,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,chaerophyllum,chaerophyllum hirsutum
6096560,phyteuma spicatum subsp. spicatum,1798,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,phyteuma,phyteuma spicatum
7678610,raphanus sativus l.,203,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,raphanus,raphanus sativus
7925124,achillea collina becker ex rchb.,48,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea collina
2888948,rumex alpinus l.,1596,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex alpinus
3120284,achillea filipendulina lam.,43,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea filipendulina
3841908,gentianella insubrica (kunz) holub,254,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentianella,gentianella insubrica
6366886,blackstonia perfoliata (l.) huds.,937,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,blackstonia,blackstonia perfoliata
7350989,nepeta faassenii bergmans ex stearn,25,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,nepeta,nepeta faassenii
7926900,rosa ×subcanina (hayek) r.keller,1017,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa subcanina
2706406,triticum turgidum l.,11,plantae,tracheophyta,liliopsida,poales,poaceae,triticum,triticum turgidum
2816176,neottia nidus-avis rich.,15092,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,neottia,neottia nidus-avis
3047620,sinapis incana l.,114,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,sinapis,sinapis incana
3165708,jasione laevis lam.,1,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,jasione,jasione laevis
3189738,plantago altissima l.,1,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago altissima
3925089,thalictrum simplex subsp. galioides (dc.) korsh.,86,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum simplex
7227142,carex atrata subsp. atrata,290,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex atrata
7332262,veronica hederifolia subsp. hederifolia,2156,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica hederifolia
7572824,rubus villarsianus focke ex gremli,27,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus villarsianus
2704899,calamagrostis stricta koeler,51,plantae,tracheophyta,liliopsida,poales,poaceae,calamagrostis,calamagrostis stricta
7738766,miscanthus sacchariflorus (maxim.) benth. & hook.f. ex franch.,8,plantae,tracheophyta,liliopsida,poales,poaceae,miscanthus,miscanthus sacchariflorus
2888813,dipsacus l.,2882,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,dipsacus,
2916947,asperula neilreichii beck,112,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,asperula,asperula neilreichii
3027817,alchemilla controversa buser,2,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla controversa
7065413,pilosella peleteriana subsp. peleteriana,740,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,pilosella,pilosella peleteriana
3166917,phyteuma nigrum f.w.schmidt,4,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,phyteuma,phyteuma nigrum
4271349,torilis arvensis subsp. arvensis,5,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,torilis,torilis arvensis
5362008,sedum album l.,7553,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,sedum,sedum album
5373358,lobularia maritima (l.) desv.,266,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,lobularia,lobularia maritima
6369140,prunus domestica subsp. domestica,403,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,prunus,prunus domestica
8073364,vaccinium uliginosum l.,1841,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,vaccinium,vaccinium uliginosum
3027754,alchemilla lapeyrousii buser,17,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla lapeyrousii
9073641,camelina sativa crantz,215,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,camelina,camelina sativa
2700701,luzula pediformis dc.,1,plantae,tracheophyta,liliopsida,poales,juncaceae,luzula,luzula pediformis
2703663,bromus rigidus roth,40,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus rigidus
2888443,papaver rhoeas l.,4520,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,papaver,papaver rhoeas
2913315,galium rubioides l.,38,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium rubioides
3033446,ranunculus pygmaeus wahlenb.,46,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus pygmaeus
3085433,cerastium arvense l.,2157,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cerastium,cerastium arvense
3172048,veronica arvensis l.,8228,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica arvensis
3929423,pulsatilla halleri willd.,425,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,pulsatilla,pulsatilla halleri
4114020,trisetum argenteum roem. & schult.,4,plantae,tracheophyta,liliopsida,poales,poaceae,trisetum,trisetum argenteum
5285134,pinus cembra l.,1338,plantae,tracheophyta,pinopsida,pinales,pinaceae,pinus,pinus cembra
5301204,potamogeton friesii rupr.,625,plantae,tracheophyta,liliopsida,alismatales,potamogetonaceae,potamogeton,potamogeton friesii
5334188,glaucium corniculatum (l.) rudolph,6,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,glaucium,glaucium corniculatum
7621087,rubus rudis weihe & nees,88,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus rudis
7291486,persicaria lapathifolia subsp. lapathifolia,1008,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,persicaria,persicaria lapathifolia
7890013,helictotrichon pratense (l.) besser,167,plantae,tracheophyta,liliopsida,poales,poaceae,helictotrichon,helictotrichon pratense
